npdes_id,facility_name,address,city,state,zip,lat,lng,lifetime_qtrs_any_snc,current_pollution_snc_streak,first_snc_qtr,enforcement_status
MAG912210,GREATER CAMBRIDGE ENERGY PROGRAM - ROUTE P13,AMES STREET,CAMBRIDGE,MA,02142,42.361493,-71.088309,3,3,20254,no_formal_or_informal_action_since_2023-05
MO0132527,OAK BROOK ESTATES WWTP,0.38 MILES WEST OF THE INTERSECTION OF,WALNUT SHADE,MO,65771,36.7654749,-93.205807,19,8,20192,no_formal_or_informal_action_since_2023-05
LAG380135,BAYOU TECHE WATER WORKS INC.,702 COTEAU HOMES RD,LOREAUVILLE,LA,70552,30.083889,-91.740556,20,3,20174,no_formal_or_informal_action_since_2023-05
LAG540104,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- HIGHLAND ACRES",DAYNA ST,LAFAYETTE,LA,70593,30.344444,-92.062222,100,100,20013,no_formal_or_informal_action_since_2023-05
MAG912185,TRIDENT LOGISTICS CENTER,"49, 51, 140 LEE BURBANK HWY",REVERE,MA,02151,42.397721,-71.005898,5,5,20252,no_formal_or_informal_action_since_2023-05
MO0107719,CENTER WWTF,1.5 MI E OF HIGHWAY 19 AND HIGHWAY H,CENTER,MO,63436,39.5210558,-91.504496,54,10,20121,no_formal_or_informal_action_since_2023-05
WV0105732,PRICHARD PSD,"U. S. ROUTE 52, PRICHARD INDUSTRIAL PARK",PRICHARD,WV,25555,38.2439,-82.6017,64,8,20061,no_formal_or_informal_action_since_2023-05
IA0073580,MACBRIDE SANITARY SEWER DISTRICT,4080-4000 ROSE DRIVE NE,SOLON,IA,52333,41.81472,-91.53637,15,6,20142,no_formal_or_informal_action_since_2023-05
MD3414M02,THE ARENA CLUB,2304 CHURCHVILLE ROAD,CHURCHVILLE,MD,21028,+39.558333,-76.279167,7,6,20121,no_formal_or_informal_action_since_2023-05
OH0138975,PSD PARTNERS LLC,5968  SR 199,CAREY,OH,43316,40.904444,-83.337778,28,5,20094,no_formal_or_informal_action_since_2023-05
WVG550901,GREEN ACRES SUBDIVISION,GREEN ACRES SUBDIVISION,PRINCETON,WV,24740,37.3767,-81.0317,24,7,20181,no_formal_or_informal_action_since_2023-05
LA0126802,"NATIONAL WATER INFRASTRUCTURE, LLC - OLE HOMESTEAD/KEYSTONE WWTP",16145 JAY LANE,PRAIRIEVILLE,LA,70769,30.300278,-90.889167,8,8,20243,no_formal_or_informal_action_since_2023-05
PA0032425,OHIOPYLE STATE PARK CAMPGROUND STP,400 KENTUCK DR,OHIOPYLE,PA,15470,39.879167,-79.492222,32,28,20182,no_formal_or_informal_action_since_2023-05
LAG560094,"ATHENS, VILLAGE OF WWTP",100 MARKET ST.,ATHENS,LA,710031003,32.643333,-93.014444,35,0,20082,no_formal_or_informal_action_since_2023-05
OH0130834,JONATHAN ALDER JUNIOR HIGH SCHOOL,6440 KILBURY-HUBER ROAD,PLAIN CITY,OH,43064,40.066944,-83.292222,41,3,20041,no_formal_or_informal_action_since_2023-05
LAG560398,LIVINGSTON PARISH SEWER DISTRICT - ISABELLA LAKES SUBD.,WEST SIDE OF HWY 447 @ HWY 1029 JUNCTION,WALKER,LA,70000,30.511111,-91.863056,20,4,20212,no_formal_or_informal_action_since_2023-05
MN0001945,AMERICAN CRYSTAL SUGAR - MOORHEAD,2500 NORTH 11TH STREET,MOORHEAD,MN,56560,46.903889,-96.752222,13,9,19962,no_formal_or_informal_action_since_2023-05
MOGDS0158,CONFLUENCE RIVERS - FOX RUN WWTF,0.2 MILES WEST OF THE INTERSECTION OF,KEARNEY,MO,64060,39.3605564,-94.403144,6,6,20251,no_formal_or_informal_action_since_2023-05
COR421676,PUEBLO SOUTHSIDE DIVERSION DAM MODIFICATIONS AND RIVER IMPROVEMENTS,CITY PARK AVE AND CARLILE DRIVE,PUEBLO,CO,81005,38.267500,-104.658056,6,6,20251,no_formal_or_informal_action_since_2023-05
WV0052531,SENECA MINE,COUNTY ROUTE 12/3,PINEVILLE,WV,24874,37.43,-81.5508,25,3,20191,no_formal_or_informal_action_since_2023-05
WVG550867,WOODLAND KNOLLS APARTMENTS,ROUND BOTTOM HILL,MOUNDSVILLE,WV,26041,39.9083,-80.7872,6,4,20234,no_formal_or_informal_action_since_2023-05
IL0030732,"ROBINSON WWTP, CITY OF",1000 NORTH MITCHELL AVENUE,ROBINSON,IL,62454,39.014722,-87.724444,5,3,20084,no_formal_or_informal_action_since_2023-05
ID0000663,BURLEY INDUSTRIAL WWTP,999 RAILROAD AVE,BURLEY,ID,83318,42.545958,-113.771231,28,0,20094,no_formal_or_informal_action_since_2023-05
LAG560073,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- BEAUJOLAIS SUBDIVISION",HWY 308 S,THIBODAUX,LA,70301,30.408056,-90.769444,31,4,20024,no_formal_or_informal_action_since_2023-05
MAG912127,100 NORTHERN AVENUE,100 NORTHERN AVENUE,BOSTON,MA,02210,42.352210,-71.043765,9,9,20242,no_formal_or_informal_action_since_2023-05
ID0023817,"REXBURG, CITY OF - REXBURG WWTP",525 NORTH 5TH WEST,REXBURG,ID,83440,43.836953,-111.799401,20,8,20063,no_formal_or_informal_action_since_2023-05
LAG540132,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- YOUNG ACRES",JOLLENE DR,LAFAYETTE,LA,70593,30.343333,-92.031389,96,96,20023,no_formal_or_informal_action_since_2023-05
LAG540372,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- MADISON PLACE","LOCKHARD RD, 0.2 MI N OF BURGESS AVE",DENHAM SPRINGS,LA,70726,30.499167,-90.904167,101,101,20012,no_formal_or_informal_action_since_2023-05
LAG470114,NORTHSHORE TOYOTA,68500 HWY 190 SERVICE RD,COVINGTON,LA,70433,30.428611,-90.080833,7,5,20231,no_formal_or_informal_action_since_2023-05
MO0044202,JASPER WWTF,0.30 MI S OF W MORRISON AVE AND 14B RD,JASPER,MO,64755,37.3290548,-94.310721,11,4,20204,no_formal_or_informal_action_since_2023-05
PA0035718,FAIRVIEW SWISS CHEESE,1734 PERRY HWY,FREDONIA,PA,16124-2720,41.338889,-80.227222,5,5,20252,no_formal_or_informal_action_since_2023-05
LAG570600,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- HIGHLAND OAKS SUBDIVISION",LA HWY 316 AT US HWY 90,GRAY,LA,70000,29.685278,-90.753611,10,3,20232,no_formal_or_informal_action_since_2023-05
LAG560232,AURORA PARK SUBDIVISION,0.25MI S OF US HWY 71,ALEXANDRIA,LA,71301,31.413889,-92.472778,25,5,20141,no_formal_or_informal_action_since_2023-05
COG591140,AULT TOWN OF WWTF,320 S 1 AVE,AULT,CO,80610,40.57441,-104.73383,4,4,20253,no_formal_or_informal_action_since_2023-05
IA0052476,"KALONA CREAMERY, LLC",2206 540TH ST SW,KALONA,IA,52247,41.5423,-91.71182,15,3,20193,no_formal_or_informal_action_since_2023-05
ILR007210,ALLIED WASTE OF CRESTWOOD,13701 SOUTH KOSTNER AVENUE,CRESTWOOD,IL,60954,41.643469,-87.728198,4,4,20253,no_formal_or_informal_action_since_2023-05
WV0114847,SUMMERVILLE HYDROELECTRIC PROJECT,"ROUTE 129, BELOW THE SUMMERVILLE DAM",SUMMERVILLE,WV,26651,38.2197,-80.8908,32,19,20181,no_formal_or_informal_action_since_2023-05
IA0058912,WHEATLAND CITY OF STP,UNKNOWN,WHEATLAND,IA,52777,41.82581,-90.84012,84,8,19964,no_formal_or_informal_action_since_2023-05
COG591199,MANASSA WWTF,CR P AND N 1 ST,MANASSA,CO,81141,37.185495,-105.927519,7,6,20244,no_formal_or_informal_action_since_2023-05
WY0030449,CRESTVIEW ESTATES W&S DISTRICT,UNKNOWN,UNKNOWN,WY,00000,44.2438,-105.46996,14,3,20221,no_formal_or_informal_action_since_2023-05
ILG640252,DELAND WTP,330 SOUTH THIRD,DE LAND,IL,61839,41.422472,-89.213611,56,7,20111,no_formal_or_informal_action_since_2023-05
LAG540125,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- SUNRISE MOBILE HOME PARK",NEXT TO 160 AMIREAU,LAFAYETTE,LA,70593,30.089722,-92.026667,103,101,20001,no_formal_or_informal_action_since_2023-05
MO0098981,GRAY SUMMIT WWTF,0.06 MILES NORTHWEST OF CROSBY DR AND,GRAY SUMMIT,MO,63039,38.4941125,-90.820473,21,12,20162,no_formal_or_informal_action_since_2023-05
MO0055182,BENTON WWTF,0.25 MILES NORTHEAST OF HIGHWAY E AND,BENTON,MO,63736,37.1036701,-89.556615,23,12,20203,no_formal_or_informal_action_since_2023-05
WIR05IA0E,KETTLE CUISINE LLC,808 PACKERLAND DRIVE,GREEN BAY,WI,54303,44.527876,-88.098602,5,3,20252,no_formal_or_informal_action_since_2023-05
OH0131148,TRILLIUM FARM HOLDINGS LLC - LAYER SITE 3,11652 CLOVER VALLEY RD,CROTON,OH,43013,40.2218694,-82.7154833,25,7,20153,no_formal_or_informal_action_since_2023-05
IL0029343,KEWANEE STP,194 FISCHER AVENUE,KEWANEE,IL,61413,41.24,-89.9030592,22,7,20083,no_formal_or_informal_action_since_2023-05
MO0055026,PARKWOOD LAKE ESTATES MHP WEST WWTF,ROUTE K AND PARKWOOD LAKE STREET,CAPE GIRARDEAU,MO,63701,37.3098027,-89.614609,32,23,20174,no_formal_or_informal_action_since_2023-05
LAG570302,"NATIONAL WATER INFRASTRUCTURE, LLC - MANCHAC HARBOR 1ST & 2ND FILINGS",18232 LAKE HARBOR LANE ,PRAIRIEVILLE,LA,70769,30.329167,-90.942222,40,4,20102,no_formal_or_informal_action_since_2023-05
LAG570233,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- THE MEADOWS",ON HIGHWAY 1029,WALKER,LA,70000,30.503333,-90.854722,65,8,20044,no_formal_or_informal_action_since_2023-05
MAG590041,SCITUATE W T P,161 DRIFTWAY,SCITUATE,MA,02066,42.177194,-70.726694,3,3,20254,no_formal_or_informal_action_since_2023-05
MO0131334,CGCRCSD TWIN OAKS WWTP,OAK MEADOW DR.,JACKSON,MO,63755,37.384948,-89.727946,27,7,20162,no_formal_or_informal_action_since_2023-05
MO0119067,GALENA ABESVILLE SCHOOL WWTP,54 MEDICAL SPRINGS ROAD,GALENA,MO,65656,36.8433905,-93.377833,11,3,20144,no_formal_or_informal_action_since_2023-05
MO0093742,CHRISTOPHER SUBDIVISION #2 WWTF,0.25 MILES N OF ELAINE DRIVE,FULTON,MO,65251,38.8592535,-91.978194,17,3,20172,no_formal_or_informal_action_since_2023-05
LAG380039,RAPIDES PARISH WATERWORKS DISTRICT #3 WTP,501 CAMP LIVINGSTON RD (LA HWY 3130),POLLOCK,LA,70000,31.452222,-92.365556,32,0,20183,no_formal_or_informal_action_since_2023-05
ALG120844,"LOUIS ALLIS, LLC",645 LESTER DOSS ROAD,WARRIOR,AL,35180,33.850556,-86.838333,23,0,20204,no_formal_or_informal_action_since_2023-05
WVG640048,KENOVA MUNICIPAL WATER PLANT,2580 US RT. 52,KENOVA,WV,25530,38.3425,-82.5919,30,17,20181,no_formal_or_informal_action_since_2023-05
WV1020234,HEWITT CREEK SURFACE MINE NO. 1,US RT. 119 SOUTH SHAFFER ROAD EXIT,MADISON,WV,25130,38.1458,-81.8147,29,6,20171,no_formal_or_informal_action_since_2023-05
WV1017888,WINOC NO. 2 SURFACE MINE,2112 LEATHERWOOD ROAD,BICKMORE,WV,25019,38.3769,-81.0039,31,10,20183,no_formal_or_informal_action_since_2023-05
PA0597490,39 JOB,212 LAWSON DR,DYSART,PA,16636-9208,40.6125,-78.485278,11,9,20232,no_formal_or_informal_action_since_2023-05
LAG541735,ALMA TRAILER PARK,107 ALMA STREET,THIBODAUX,LA,70301,29.809162,-90.865901,17,15,20221,no_formal_or_informal_action_since_2023-05
COG591141,ANNUNCIATION HEIGHT CONFERENCE AND RETREAT CENTER,7400 CO HWY 7,ESTES PARK,CO,80517,40.272852,-105.535839,5,5,20252,no_formal_or_informal_action_since_2023-05
OH0138193,TRILLIUM FARM HOLDINGS LLC - LAYER SITE 6,20613 TWP RD 103,HARPSTER,OH,43323,40.69173,-83.359679,27,20,20193,no_formal_or_informal_action_since_2023-05
WV0101257,STONEWALL RESORT STATE PARK,940 RESORT DRIVE,ROANOKE,WV,26447,38.9558,-80.4897,49,3,20102,no_formal_or_informal_action_since_2023-05
MD3405N02,LISBON BUSINESS CENTER WWTP,700-712 LISBON CENTER DRIVE,WOODBINE (3405--HO),MD,21797,+39.35,-77.066667,28,6,20094,no_formal_or_informal_action_since_2023-05
LAG540091,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- CHELSEA RIDGE SUBDIVISION",PO BOX 30654,LAFAYETTE,LA,70593,30.135556,-92.072778,102,100,20002,no_formal_or_informal_action_since_2023-05
PA0020591,MT GRETNA AUTH STP,SR 0117,MOUNT GRETNA,PA,17064,40.239167,-76.484444,22,7,20173,no_formal_or_informal_action_since_2023-05
LAG570602,LAFOURCHE PARISH SHERIFF'S OFFICE,2594 VETERANS BLVD,THIBODAUX,LA,70302,29.767111,-90.847583,14,6,20181,no_formal_or_informal_action_since_2023-05
NHG580018,HENNIKER WASTEWATER TREATMENT FACILITY,199 RAMSDELL RD,HENNIKER,NH,03242,43.175912,-71.816467,4,0,20253,no_formal_or_informal_action_since_2023-05
WA0050202,WASHINGTON BEEF LLC,201 ELMWOOD ROAD,TOPPENISH,WA,98948,46.374194,-120.320806,39,3,19961,no_formal_or_informal_action_since_2023-05
WI0036188,STOCKBRIDGE-MUNSEE INDIAN TR,W13817 COUNTY HWY A,BOWLER,WI,54416,43.128333,-87.935,6,4,20183,no_formal_or_informal_action_since_2023-05
LAG570088,JONES ESTATES,OFF HWY 16,WATSON,LA,70786,30.569722,-90.952222,110,98,19991,no_formal_or_informal_action_since_2023-05
LAG560193,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- RIVERBEND",HWY 415,NEW ROADS,LA,70760,30.680556,-91.379722,90,9,20001,no_formal_or_informal_action_since_2023-05
LAG541224,PRAIRIEVILLE PLAZA SHOPPING CE,17318 AIRLINE HWY,PRAIRIEVILLE,LA,70769,30.325,-90.980833,21,4,20181,no_formal_or_informal_action_since_2023-05
MO0035599,FOX HOLLOW WASTEWATER TREATMENT FACILITY,2726 STATE HIGHWAY JJ,MOBERLY,MO,65270,39.4269715,-92.481614,26,7,20162,no_formal_or_informal_action_since_2023-05
MA0100676,SOMERSET W P C F,116 WALKER STREET,SOMERSET,MA,02725,41.718056,-71.1675,11,3,19973,no_formal_or_informal_action_since_2023-05
LAG560172,MILSTEAD'S MHP,2984 HWY 80 WEST,CALHOUN,LA,71225,32.516667,-92.356667,9,0,20242,no_formal_or_informal_action_since_2023-05
TX0025461,ZACATE CREEK WWTP,APRX 1584 FT SE OF THE INT OF MARCELLA AVE AND,LAREDO,TX,78040,27.499444,-99.493055,25,4,20033,no_formal_or_informal_action_since_2023-05
IL0063088,SHIPMAN STP,710 REEDS LANE,SHIPMAN,IL,62685,39.131667,-90.026667,41,3,19961,no_formal_or_informal_action_since_2023-05
MO0023213,DEXTER EAST WWTF,SOUTH TERMINUS OF FAIRGROUND DR,DEXTER,MO,63841,36.7736084,-89.945555,56,6,20063,no_formal_or_informal_action_since_2023-05
OH0138207,TRILLIUM FARM HOLDINGS LLC - LAYER SITE 5,20449 CO RD 245,MOUNT VICTORY,OH,43340,40.529175,-83.4394306,30,8,20153,no_formal_or_informal_action_since_2023-05
MO0118427,BUDGET INN WWTF,0.07 MI NW OF SOUTH LIMIT AVENUE AND,SEDALIA,MO,65301,38.6699404,-93.253332,23,5,20181,no_formal_or_informal_action_since_2023-05
COR421380,MONUMENT CREEK AT MONUMENT STREET STREAM STABILIZATION,MESA ROAD,COLORADO SPRINGS,CO,80903,38.845579,-104.828809,6,6,20251,no_formal_or_informal_action_since_2023-05
PA0031631,TWIN VALLEY JT SCHOOL,4851 N TWIN VALLEY RD,ELVERSON,PA,19520-9340,40.166861,-75.857139,3,3,20254,no_formal_or_informal_action_since_2023-05
LAG570144,LAKESIDE EAST SUBDIVISION,JUBAN RD,DENHAM SPRINGS,LA,70726,30.499722,-90.916111,61,9,19993,no_formal_or_informal_action_since_2023-05
WVG551084,GLEN FORK ELEMENTARY SCHOOL,COUNTY ROUTE 1/1,GLEN FORK,WV,25845,37.6958,-81.525,12,10,20231,no_formal_or_informal_action_since_2023-05
OH0002453,PILKINGTON NORTH AMERICA INC,140 DIXIE HWY,ROSSFORD,OH,43460,41.615571,-83.554081,67,15,19961,no_formal_or_informal_action_since_2023-05
MO0102679,ROGERSVILLE WWTP,701 MILLER ROAD,ROGERSVILLE,MO,65742,37.1288627,-93.053003,23,8,20163,no_formal_or_informal_action_since_2023-05
COG500479,SPECIFICATION AGGREGATES,18401 W COLFAX AVE,GOLDEN,CO,80401,39.706349,-105.210427,42,42,20161,no_formal_or_informal_action_since_2023-05
WV0096253,MOUNTAINEER ALMA A DEEP MINE,1000 MINGO LOGAN AVENUE (ROUTE 8/02),WHARNCLIFFE,WV,25651,37.6256,-81.9967,27,4,20174,no_formal_or_informal_action_since_2023-05
AZ0021415,JOINT VENTURE WWTF,12501 AGENCY RD,PARKER,AZ,85344,34.1433,-114.309,36,4,20021,no_formal_or_informal_action_since_2023-05
LAG540107,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- LAKESIDE VILLAGE",BRETON AVE,LAFAYETTE,LA,70593,30.136111,-92.035,102,101,20003,no_formal_or_informal_action_since_2023-05
MO0104256,LEADWOOD WWTP,0.08 MI E OF SOUTH HWY 8 AND WOOD ST,LEADWOOD,MO,63653,37.8658068,-90.582863,27,11,20162,no_formal_or_informal_action_since_2023-05
MO0109177,BEAUTY VIEW ACRES WWTF,.04 MILES EAST OF BEAUTY VIEW DR. AND,GRAY SUMMIT,MO,63039,38.50333,-90.838921,35,25,20162,no_formal_or_informal_action_since_2023-05
LA0127283,SEWERAGE DISTRICT #1 OF THE PARISH OF TANGIPAHOA,END OF GREEN ACRES DR.,HAMMOND,LA,70403,30.531667,-90.395556,12,4,20183,no_formal_or_informal_action_since_2023-05
LAG540738,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- ROSETHORNE","OFF AUGUST LANE, ON LESTER ST.",LAFITTE,LA,70067,29.761389,-90.092778,102,101,20003,no_formal_or_informal_action_since_2023-05
MO0115410,CCSD CATAWISSA WWTF,0.1 MILES NE OF FRISCO DR AND,CATAWISSA,MO,63015,38.4291406,-90.774695,10,0,20182,no_formal_or_informal_action_since_2023-05
IA0069094,BEYONDER GETAWAY AT SLEEPY HOLLOW,3340 BLACKHAWK AVE NW,OXFORD,IA,52322,41.69057,-91.80296,8,5,20214,no_formal_or_informal_action_since_2023-05
MO0083879,MILLER COUNTY R-III TUSCUMBIA WWTF,526 SCHOOL ROAD,TUSCUMBIA,MO,65082,38.2379753,-92.464412,20,3,20124,no_formal_or_informal_action_since_2023-05
MO0127159,EAST BUTLER COUNTY SEWER DISTRICT WWTP,2101 HIGHWAY B,POPLAR BLUFF,MO,63901,36.7655581,-90.337025,23,0,20182,no_formal_or_informal_action_since_2023-05
ILR006487,CRONIMET CORPORATION,UNKNOWN,CHICAGO,IL,00000,,,15,15,20224,no_formal_or_informal_action_since_2023-05
PA0244708,KINDER MORGAN FAIRLESS HILLS FACILITY,1000 SOUTH PORT ROAD,FAIRLESS HILLS,PA,19030,40.141944,-74.754167,12,3,20204,no_formal_or_informal_action_since_2023-05
MD3811J14,BEAVER RUN MOBILE HOME PARK,3658 KAREN CIRCLE,LINKWOOD,MD,21835,38.544639,-75.961139,35,28,20163,no_formal_or_informal_action_since_2023-05
ARG640102,COMMUNITY WATER SYSTEM,299 LAKESHORE DRIVE,HIGDEN,AR,72067,35.593833,-92.167583,46,18,20072,no_formal_or_informal_action_since_2023-05
WVG640149,MUNICIPAL WATER WORKS,60 PINNACLE AVENUE,PINEVILLE,WV,24874,37.5736,-81.5356,23,5,20173,no_formal_or_informal_action_since_2023-05
MO0121061,MAWC CEDAR HILLS SUBDIVISION WWTP,0.25 MI. NE OF SHERRY LANE AND HWY AA,HOLTS SUMMIT,MO,65043,38.6586932,-92.077695,4,4,20253,no_formal_or_informal_action_since_2023-05
MAG912232,AMERICAN LEGION HIGHWAY PROJECT DIAMOND CREEK/RUMNEY MARSH NOI 2,AMERICAN LEGION HIGHWAY,REVERE,MA,02151,42.413345,-71.003262,3,3,20254,no_formal_or_informal_action_since_2023-05
LAG570404,LIVINGSTON PARISH SEWER DISTRICT- ACADIAN TRACE WWTP,JAMES CHAPEL RD,ALBANY,LA,70711,30.482778,-90.5825,22,9,20181,no_formal_or_informal_action_since_2023-05
TX0076503,CITY OF GARRISON WWTP,155 SEWER PLANT RD,GARRISON,TX,75946,31.822777,-94.484166,19,18,20204,no_formal_or_informal_action_since_2023-05
MAG912064,FORMER HIGH VOLTAGE ENGINEERING CORP. / BELLOFRAM,3 VAN DE GRAAFF DRIVE,BURLINGTON,MA,01803,42.479391,-71.198700,12,9,20233,no_formal_or_informal_action_since_2023-05
LA0102750,"WCI- WHITE OAKS LANDFILL, INC",588 MEADOWLARK RD.,MONROE,LA,71203,32.493333,-91.974722,13,3,20212,no_formal_or_informal_action_since_2023-05
WV0020281,"OAK HILL, CITY OF","MINDEN ROAD (FAYETTE CO. RT. 17), WV ROUTE 61",OAK HILL,WV,25901,37.9792,-81.1347,73,4,19961,no_formal_or_informal_action_since_2023-05
MAG640031,GREAT POND POND WTP,239 POND STREET,WEYMOUTH,MA,02190,42.165149,-70.96506,15,9,20033,no_formal_or_informal_action_since_2023-05
COR424186,THORNTON WATER PROJECT SEGMENT A,168TH AVE TO 88TH AVE QUEBEC ST AND RIVERDALE RD,THORNTON,CO,80229,39.914167,-104.903056,3,3,20254,no_formal_or_informal_action_since_2023-05
NV0023574,"NORTHERN NEVADA CORRECTIONAL CENTER, WILD HORSE HOLDING FACILITY",1721 SYNDER AVENUE,CARSON CITY,NV,897027000,39.1047,-119.7417,37,11,20172,no_formal_or_informal_action_since_2023-05
LA0020028,VILLAGE OF MORGANZA LEMNA CELL POND,SOUTH END OF CROCHET ST.,MORGANZA,LA,70759,30.729167,-91.603611,17,11,20204,no_formal_or_informal_action_since_2023-05
PA0062758,SHENANDOAH BORO.FILTER PLANT,424 RAVEN RUN RD,SHENANDOAH,PA,17946,40.818333,-76.2425,6,6,20251,no_formal_or_informal_action_since_2023-05
MO0043206,DEXTER WEST WWTP,0.25 MI S OF ALVIN RD AND HWY 60,DEXTER,MO,63841,36.8003103,-89.997607,19,5,20172,no_formal_or_informal_action_since_2023-05
MO0125555,ZELL COUNTRY CLUB ESTATES WWTF,17595 COUNTRY CLUB LANE,STE. GENEVIEVE,MO,63670,37.9454682,-90.137165,6,4,20203,no_formal_or_informal_action_since_2023-05
LA0127595,CALCASIEU PARISH POLICE JURY - CYPRESS TRACE,773 COULEE BEND BLVD,MOSS BLUFF,LA,70611,30.308333,-93.173889,12,12,20233,no_formal_or_informal_action_since_2023-05
AR0037320,BEAVER LAKE RV RESORT LLC - BEAVER LAKE RV RESORT,15039 EAST HIGHWAY 94,ROGERS,AR,72758,36.294806,-94.050361,60,4,19961,no_formal_or_informal_action_since_2023-05
LAG540893,OAK VIEW CORPORATION,1992 FLORIDA AVENUE S.W.,DENHAM SPRINGS,LA,70726,30.447111,-90.917667,24,3,20194,no_formal_or_informal_action_since_2023-05
CO0048241,EAGLE TOWN OF WWTP,185 VIOLET LN,EAGLE COUNTY,CO,81631,39.648611,-106.846389,19,4,20214,no_formal_or_informal_action_since_2023-05
MAG912002,CLEAN CORPORATION,229-231 NORTH MAIN STREET,NATICK,MA,01760,42.303023,-71.360574,6,3,20251,no_formal_or_informal_action_since_2023-05
LAG780007,CITY OF PINEVILLE,WARDVILLE C&D LANDFILL,PINEVILLE,LA,71361,31.305278,-92.421667,48,48,20143,no_formal_or_informal_action_since_2023-05
WI0061051,MARIBEL WASTEWATER TREATMENT FACILITY,"14511 PLEASANT ROAD, MARIBEL, WISCONSIN",MARIBEL,WI,542270080,44.275318,-87.797047,18,6,20182,no_formal_or_informal_action_since_2023-05
MOG940250,EXPRESS MART I-55 MOTOR PLAZA,1707 HIGHWAY Z,PEVELY,MO,63070,38.2869517,-90.40519,9,9,20242,no_formal_or_informal_action_since_2023-05
MO0097632,MAWC SHAMROCK HEIGHTS SUBDIVISION WWTP,3501 SHAMROCK RD.,JEFFERSON CITY,MO,65101,38.5319729,-92.091856,67,3,19961,no_formal_or_informal_action_since_2023-05
LAG530027,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- MAGENTA PLANTATION TOWNHOME",MAGENTA DRIVE,BREAUX BRIDGE,LA,70503,30.306111,-91.926667,103,101,20004,no_formal_or_informal_action_since_2023-05
MD2746J97,"TUDOR FARMS, INC.",3675 DECOURSEY BRIDGE ROAD,CAMBRIDGE,MD,21613,+38.458889,-75.964167,4,3,20253,no_formal_or_informal_action_since_2023-05
WV0047988,"GAULEY EAGLE PREP PLANT,BIRCH DEEP MINE, CROOKED RUN REFUSE AREA AND ROADS, FERG",STATE ROUTE 55,CALVIN,WV,26660,38.3917,-80.7333,34,5,20181,no_formal_or_informal_action_since_2023-05
MO0048178,LILBOURN WWTP,COTTON BELT DRIVE AT JC AVENUE,LILBOURN,MO,63862,36.5935799,-89.626663,47,12,20092,no_formal_or_informal_action_since_2023-05
